Order_ID,Payment_Date,Payment_ID,Payment_Method,Promotion_Type,Coupon_Code,Tax_Amount,Installment_Flag,Number_of_Installments,Interest_Rate_Percent,Financing_Provider,Payment_Status,Refund_Flag
ORD00001052,17-11-2024,PAY00001052,Buy Now Pay Later,Seasonal Offer,SAVE10,2360.9168,Yes,12,0,Store Partner,Completed,No
ORD00001053,18-11-2024,PAY00001053,Buy Now Pay Later,Seasonal Offer,SAVE10,1564.8368,Yes,12,0,Store Partner,Completed,No
ORD00001054,19-11-2024,PAY00001054,Store Financing,Seasonal Offer,SAVE10,5563.6976,Yes,12,12.5,Store Partner,Completed,No
ORD00001055,20-11-2024,PAY00001055,Store Financing,Seasonal Offer,SAVE10,2928.852,Yes,12,12.5,Store Partner,Completed,No
ORD00001056,21-11-2024,PAY00001056,Gift Card,No Promotion,,420.5376,No,0,0,,Completed,No
ORD00001057,22-11-2024,PAY00001057,Buy Now Pay Later,No Promotion,,1639.7808,Yes,12,0,Store Partner,Completed,No
ORD00001058,23-11-2024,PAY00001058,Buy Now Pay Later,No Promotion,,1994.4432,Yes,12,0,Store Partner,Completed,No
ORD00001059,24-11-2024,PAY00001059,Store Financing,No Promotion,,8128.528,Yes,12,12.5,Store Partner,Completed,No
ORD00001060,25-11-2024,PAY00001060,Store Financing,Seasonal Offer,SAVE10,5043.9568,Yes,12,12.5,Store Partner,Completed,No
ORD00001061,26-11-2024,PAY00001061,Credit Card,No Promotion,,1115.3072,No,0,0,,Completed,No
ORD00001062,27-11-2024,PAY00001062,Store Financing,Seasonal Offer,SAVE10,7027.3952,Yes,12,12.5,Store Partner,Completed,No
ORD00001063,28-11-2024,PAY00001063,Buy Now Pay Later,No Promotion,,1375.56,Yes,12,0,Store Partner,Completed,No
ORD00001064,29-11-2024,PAY00001064,Store Financing,Seasonal Offer,SAVE10,6215.948,Yes,12,12.5,Store Partner,Completed,No
ORD00001065,30-11-2024,PAY00001065,Buy Now Pay Later,No Promotion,,1950.6048,Yes,12,0,Store Partner,Completed,No
ORD00001066,01-12-2024,PAY00001066,Buy Now Pay Later,Seasonal Offer,SAVE10,1308.5744,Yes,12,0,Store Partner,Completed,No
ORD00001067,02-12-2024,PAY00001067,Store Financing,No Promotion,,9073.6704,Yes,12,12.5,Store Partner,Completed,No
ORD00001068,03-12-2024,PAY00001068,Buy Now Pay Later,Seasonal Offer,SAVE10,2291.9208,Yes,12,0,Store Partner,Completed,No
ORD00001069,04-12-2024,PAY00001069,Store Financing,No Promotion,,10152.7264,Yes,12,12.5,Store Partner,Completed,No
ORD00001070,05-12-2024,PAY00001070,Buy Now Pay Later,Seasonal Offer,SAVE10,1817.1824,Yes,12,0,Store Partner,Completed,No
ORD00001071,06-12-2024,PAY00001071,Credit Card,No Promotion,,694.2624,No,0,0,,Completed,No
ORD00001072,07-12-2024,PAY00001072,Store Financing,Seasonal Offer,SAVE10,4729.268,Yes,12,12.5,Store Partner,Completed,No
ORD00001073,08-12-2024,PAY00001073,Store Financing,Seasonal Offer,SAVE10,6035.7896,Yes,12,12.5,Store Partner,Completed,No
ORD00001074,09-12-2024,PAY00001074,Store Financing,Seasonal Offer,SAVE10,7700.7304,Yes,12,12.5,Store Partner,Completed,No
ORD00001075,10-12-2024,PAY00001075,Buy Now Pay Later,No Promotion,,1536.5696,Yes,12,0,Store Partner,Completed,No
ORD00001076,11-12-2024,PAY00001076,Store Financing,Seasonal Offer,SAVE10,6600.1376,Yes,12,12.5,Store Partner,Completed,No
ORD00001077,12-12-2024,PAY00001077,Digital Wallet,Seasonal Offer,SAVE10,345.9728,No,0,0,,Completed,No
ORD00001078,13-12-2024,PAY00001078,Store Financing,No Promotion,,6221.2688,Yes,12,12.5,Store Partner,Completed,No
ORD00001079,14-12-2024,PAY00001079,Buy Now Pay Later,No Promotion,,1293.0768,Yes,12,0,Store Partner,Completed,No
ORD00001080,15-12-2024,PAY00001080,Store Financing,No Promotion,,3473.2968,Yes,12,12.5,Store Partner,Completed,No
ORD00001081,16-12-2024,PAY00001081,Store Financing,Seasonal Offer,SAVE10,5698.3712,Yes,12,12.5,Store Partner,Completed,No
ORD00001082,17-12-2024,PAY00001082,Store Financing,No Promotion,,14082.9664,Yes,12,12.5,Store Partner,Completed,No
ORD00001083,18-12-2024,PAY00001083,Store Financing,Seasonal Offer,SAVE10,6056.532,Yes,12,12.5,Store Partner,Completed,No
ORD00001084,19-12-2024,PAY00001084,Credit Card,No Promotion,,1122.568,No,0,0,,Completed,No
ORD00001085,20-12-2024,PAY00001085,Store Financing,Seasonal Offer,SAVE10,4276.6184,Yes,12,12.5,Store Partner,Completed,No
ORD00001086,21-12-2024,PAY00001086,Store Financing,Seasonal Offer,SAVE10,5858.488,Yes,12,12.5,Store Partner,Completed,No
ORD00001087,22-12-2024,PAY00001087,Gift Card,No Promotion,,531.2232,No,0,0,,Completed,No
ORD00001088,23-12-2024,PAY00001088,Buy Now Pay Later,Seasonal Offer,SAVE10,1909.3112,Yes,12,0,Store Partner,Completed,No
ORD00001089,24-12-2024,PAY00001089,Store Financing,Seasonal Offer,SAVE10,6649.112,Yes,12,12.5,Store Partner,Completed,No
ORD00001090,25-12-2024,PAY00001090,Buy Now Pay Later,Seasonal Offer,SAVE10,1553.7768,Yes,12,0,Store Partner,Completed,No
ORD00001091,26-12-2024,PAY00001091,Store Financing,No Promotion,,8122.728,Yes,12,12.5,Store Partner,Completed,No
ORD00001092,27-12-2024,PAY00001092,Store Financing,No Promotion,,3284.0616,Yes,12,12.5,Store Partner,Completed,No
ORD00001093,28-12-2024,PAY00001093,Store Financing,Seasonal Offer,SAVE10,6576.8664,Yes,12,12.5,Store Partner,Completed,No
ORD00001094,29-12-2024,PAY00001094,Buy Now Pay Later,Seasonal Offer,SAVE10,1308.6744,Yes,12,0,Store Partner,Completed,No
ORD00001095,30-12-2024,PAY00001095,Buy Now Pay Later,Seasonal Offer,SAVE10,1410.7304,Yes,12,0,Store Partner,Completed,No
ORD00001096,31-12-2024,PAY00001096,Credit Card,Seasonal Offer,SAVE10,1080.628,No,0,0,,Completed,No
